Store Number,Longitude,Latitude
76545-100669,-79.69,40.32
10697-96783,-75.25,40.22
24897-237461,-75.24,40.23
9963-98655,-75.24,40.24
21119-209294,-75.45,40.13
772-227984,-75.49,40.04
4150-150644,-75.21,39.95
8881-94555,-75.15,39.95
13386-106818,-75.21,40.03
8720-94165,-75.17,39.92
25384-240828,-75.19,39.95
18273-170644,-75.15,40.04
7754-63319,-75.23,40.03
23117-227564,-75.23,40
7896-81081,-75.16,39.95
11938-106255,-75.17,39.95
22486-221469,-75.17,39.95
13417-103451,-75.21,40.01
75313-100083,-75.15,39.98
8175-148944,-75.15,40
8846-94863,-75.17,39.95
8882-87782,-75.16,39.95
9536-97104,-75.16,39.94
757-598,-75.15,39.94
76766-98022,-75.21,40.01
14387-112466,-75.02,40.1
75317-101159,-75.2,39.95
24301-237086,-75.19,39.96
3986-146344,-75.01,40.1
752-2048,-75.21,40.08
7743-51159,-75.17,39.95
14095-111165,-75.16,39.95
28256-250587,-75.2,39.95
7876-81644,-75.17,39.95
753-2042,-75.17,39.95
70355-137947,-75.06,40.05
13354-106271,-75.19,39.95
11068-102664,-75.01,40.07
775-82881,-75.19,39.95
7590-17416,-75.16,39.95
47543-247235,-75.16,39.95
7840-80861,-75.15,39.95
76493-97488,-75.09,39.99
17767-159584,-75.17,39.95
10407-99663,-75.16,39.95
25617-241999,-75.22,40
761-602,-75.16,39.95
7636-24828,-75.17,39.96
25696-138018,-74.96,40.09
7796-65223,-75.17,39.95
22712-222687,-75.25,39.88
19887-175565,-75.19,39.95
779-1583,-75.17,39.95
47246-256765,-80.26,40.5
7190-145844,-79.96,40.44
27117-246871,-79.96,40.44
751-2034,-79.92,40.44
75267-79853,-79.99,40.44
24995-209291,-80.01,40.45
7661-28607,-79.92,40.43
754-637,-80.07,40.39
794-7247,-80.05,40.42
28260-250270,-80.26,40.5
776-1621,-80.01,40.53
774-1580,-80,40.44
7625-21501,-79.94,40.46
23186-90980,-79.94,40.46
15776-156771,-79.92,40.46
28515-249811,-80.05,40.55
7733-59359,-80.16,40.45
22964-222124,-80.15,40.44
13355-107572,-80.04,40.4
10521-99822,-79.93,40.46
7641-37899,-80.16,40.45
18957-164529,-80.06,40.34
19628-198244,-80.01,40.54
7903-83502,-80.05,40.36
7749-63120,-79.95,40.46
2900-83500,-79.95,40.44
19816-200045,-80.02,40.55
76886-121688,-79.85,40.52
72780-74422,-79.85,40.5
21587-211206,-80,40.44
26772-226944,-80,40.44
795-14930,-79.77,40.44
3467-88143,-79.99,40.44
76702-102488,-80.01,40.53
76561-96786,-80.07,40.54
7284-670,-79.81,40.43
75447-105113,-80,40.44
75873-94454,-79.99,40.44
793-13488,-79.98,40.43
787-8874,-79.96,40.44
784-7167,-80,40.44
778-892,-79.93,40.45
756-2040,-80,40.44
7887-72865,-80,40.44
10052-99312,-80.18,40.45
17198-172190,-77.28,40.21
24889-237527,-75.29,40.1
24455-93327,-75.29,40.1
764-603,-75.29,40.11
14221-107001,-75.57,40.24
7940-95325,-75.36,40.45
76745-106439,-75.37,40.46
3859-139426,-75.86,40.31
74563-76060,-75.14,40.12
14051-107907,-75.5,40.21
76703-97451,-75.5,40.21
75865-101863,-75.32,41.06
13329-106767,-75.67,41.41
75473-106433,-75.66,41.41
14063-107545,-76.83,40.84
21151-202868,-76.87,40.8
76986-137358,-76.84,40.84
762-647,-80.18,40.54
21505-212424,-80.19,40.54
75430-103330,-77.52,40.06
3481-93777,-76.67,39.77
16465-145488,-80.05,41.06
17193-176966,-79.2,40.1
75869-102437,-79.12,40.03
10522-100784,-79.08,40.02
75870-102439,-75.44,40.08
5091-144484,-75.35,39.91
7839-81090,-75.34,39.91
7838-81063,-75.23,40.19
13590-107445,-77.86,40.8
47688-258071,-77.84,40.79
7822-70881,-77.86,40.79
9774-98337,-77.91,40.81
3860-139425,-75.65,40.26
25347-240550,-75.65,40.26
14119-110665,-75.2,40.98
11147-103817,-79.8,40.57
76997-137359,-75.93,40.4
10406-98482,-74.96,40.14
26453-164528,-75.56,40.57
28115-247971,-75.6,40.55
76598-101767,-79.76,39.91
16055-161504,-77.86,40.81
14764-130044,-75.29,39.96
7909-87754,-75.04,40.17
75941-105649,-79.81,40.52
14457-166584,-75.35,40.04
9469-96861,-75.1,40.21
18655-190685,-75.14,40.22
72786-74440,-80.22,40.19
2867-90263,-80.23,40.18
75532-49539,-78.09,40.06
768-761,-75.38,40.04
74827-98573,-75.37,40.04
20630-207045,-75.43,40.07
75448-79706,-75.6,39.95
7997-95333,-75.58,39.97
74558-76064,-75.57,40
13546-107257,-75.61,39.96
13269-106369,-75.87,39.82
7708-52659,-79.92,40.41
21572-211365,-79.92,40.41
21688-211946,-76,40.34
7833-78361,-75.56,39.9
788-239584,-80.05,40.62
7732-59379,-80.09,40.62
23324-220988,-80.06,40.63
10875-102537,-75.48,40.63
28526-249876,-75.48,40.63
27922-246689,-75.89,41.24
10083-99628,-75.86,41.24
11549-104054,-77,41.24
28358-249813,-75.12,40.14
7589-175884,-75.12,40.14
74667-94934,-75.27,40
22273-219073,-75.28,40
9537-95934,-75.98,40.34
770-605,-74.86,40.2
7818-73921,-74.84,40.24
23748-231729,-76.68,39.94
14771-125684,-76.73,39.98
76138-93287,-76.78,39.96
28931-251701,-76.77,39.98
10844-246224,-76.69,39.94
771-1233,-76.68,39.98
10978-103122,-76.68,39.91
7272-763,-71.3,41.74
7355-1046,-71.46,41.76
7678-37840,-71.45,41.66
76484-95719,-71.48,41.94
9925-58199,-71.48,41.94
7599-25248,-71.3,41.52
14269-105682,-71.5,41.58
7229-584,-71.31,41.49
21519-13829,-71.42,41.83
28359-249847,-71.42,41.83
13661-108524,-71.41,41.82
9667-97947,-71.41,41.83
78055-108693,-71.41,41.82
3917-150733,-71.39,41.79
7419-680,-71.39,41.83
7219-583,-71.4,41.83
27290-247128,-71.41,41.84
75922-97412,-71.42,41.82
17343-172067,-71.53,41.87
15513-156775,-71.52,41.87
2798-91107,-71.49,41.44
13668-106295,-71.41,41.73
15660-156764,-71.48,41.72
7430-942,-71.5,41.7
76938-129827,-71.48,41.72
78039-112125,-71.44,41.73
78027-112124,-71.44,41.73
21271-210268,-81.77,33.57
26580-242147,-81.72,33.52
79216-97112,-81.72,33.53
17084-172564,-82.68,34.55
26366-240525,-82.63,34.53
22991-221024,-80.69,32.44
8409-20539,-80.85,32.25
79399-102968,-80.86,32.27
19637-199725,-80.82,32.24
17580-172905,-80.85,32.26
24404-237826,-80,32.81
79296-93559,-79.93,32.78
19909-202326,-80.03,32.79
8244-1083,-79.93,32.78
18532-182666,-79.99,32.78
14120-113147,-79.94,32.79
29071-237541,-79.98,32.76
79783-136344,-79.95,32.78
21264-100585,-80,32.78
8398-21385,-79.97,32.78
28821-250641,-79.94,32.79
8434-28809,-79.93,32.79
79483-106249,-79.94,32.74
22288-219204,-79.94,32.78
16458-168766,-82.8,34.7
19668-195745,-82.83,34.68
11768-104423,-82.83,34.69
18280-147686,-82.84,34.68
79302-91582,-80.88,34.11
8573-86302,-80.96,34.02
9847-98290,-81.16,34.08
9584-202508,-80.97,33.98
29555-243769,-80.95,34.14
11292-100576,-80.88,34.13
25491-228704,-81.03,34
13503-105651,-81.16,34.07
19469-199805,-80.88,34.12
11741-105186,-81.04,34
75319-99450,-80.93,34.01
2917-83861,-81.02,34
76291-90865,-80.97,33.98
19471-195827,-81.17,34.07
21133-146370,-79.01,33.8
21139-209284,-82.54,34.83
17541-181050,-79.83,34.19
21644-210624,-79.76,34.2
10468-100800,-79.81,34.19
16622-93621,-80.97,35.03
25487-233567,-80.94,35.06
1541-116885,-80.84,34.94
9499-96615,-80.97,35.03
18318-189384,-80.99,35.06
10469-100550,-81.71,35.08
10525-68001,-82.26,34.86
8595-81781,-82.34,34.85
28679-250161,-82.33,34.85
20544-202124,-82.3,34.83
11425-105358,-82.33,34.85
11377-104433,-82.4,34.89
23825-230184,-82.4,34.85
10524-100802,-82.4,34.85
10523-96187,-82.36,34.87
75237-82496,-82.41,34.82
11550-100565,-82.39,34.82
8803-93237,-82.28,34.82
23933-230644,-82.17,34.2
11551-100551,-82.18,34.21
9727-97683,-82.27,34.94
22869-220006,-82.27,34.95
8342-13008,-80.76,32.16
8292-3054,-80.71,32.22
19259-197345,-80.76,32.15
20666-179844,-80.72,32.19
47134-254874,-82,35.06
73712-107441,-81.19,34.09
79214-98708,-80.15,32.61
19373-201168,-82.22,35.13
76800-108306,-81.2,34.01
24423-237087,-81.15,34.01
15730-158565,-81.22,34
8995-93747,-79.83,32.83
8381-17114,-79.89,32.8
8408-18703,-79.86,32.84
8405-36145,-79.87,32.79
23357-213927,-79.79,32.86
9098-147767,-79.82,32.84
9124-147765,-79.82,32.9
28985-251985,-79.83,32.83
19054-101524,-79.01,33.58
10755-93746,-78.88,33.72
27878-246104,-78.82,33.75
17302-175085,-78.86,33.71
18021-100541,-78.99,33.64
75835-98409,-78.82,33.74
75591-78940,-78.87,33.7
78018-111227,-78.88,33.69
3442-91028,-78.92,33.7
18901-192144,-78.77,33.78
76340-95747,-78.89,33.71
17515-165029,-78.98,33.65
79383-102966,-78.97,33.76
22827-211624,-78.97,33.76
11552-105187,-81.96,33.5
22093-214386,-80.06,32.98
19636-199726,-80.02,32.87
17951-181049,-80.04,32.93
11202-100577,-80.02,32.87
13476-194764,-80.04,32.94
10756-100539,-78.67,33.83
75834-98410,-79.1,33.47
25332-237790,-82.71,34.89
18531-182667,-81.03,34.98
5024-139804,-81.03,34.94
19910-202325,-80.98,34.94
9279-94778,-80.99,34.98
19476-201164,-82.94,34.7
76142-90928,-82.26,34.71
13864-109444,-82.26,34.71
22278-214404,-81.99,34.94
24767-237484,-81.9,34.93
17805-182673,-82.01,34.94
10876-100552,-81.93,34.97
23660-230988,-80.18,33
29387-250640,-80.14,33.04
19906-96188,-80.14,32.94
17542-181051,-80.16,33.04
9777-95442,-80.16,33.03
19804-192444,-80.39,33.96
76292-90929,-82.28,34.94
27869-243565,-81.11,34
22108-216806,-83.04,34.75
76629-99082,-98.44,45.46
22639-218204,-98.44,45.46
79204-94909,-96.77,44.3
29079-244532,-103.73,44.38
21355-210584,-103.18,44.1
76980-136634,-103.21,44.08
24089-231432,-103.23,44.08
74428-83263,-103.25,44.08
8814-87507,-103.21,44.11
13771-107301,-103.23,44.07
9964-99109,-103.25,44.08
28670-250064,-96.77,43.51
72874-93845,-96.67,43.53
72884-93846,-96.77,43.51
79317-98523,-96.69,43.55
2869-88660,-96.77,43.51
73709-103862,-96.73,43.52
10526-101460,-96.75,43.5
29624-254299,-96.77,43.51
2799-91061,-96.73,43.54
72972-93847,-96.79,43.53
5118-143226,-96.65,43.54
79752-123724,-103.86,44.5
10615-101636,-97.07,44.89
79203-98923,-97.4,42.89
3509-142865,-83.99,35.81
11293-104144,-83.98,35.81
8928-95178,-86.66,36.05
18985-190184,-84.61,35.45
8402-13859,-89.84,35.21
8444-27050,-86.96,36.04
76417-95742,-86.78,36.04
11203-103818,-86.69,36
9778-97231,-86.8,36.04
8338-7609,-86.79,36.03
3839-147944,-85.3,35.05
75646-87982,-85.31,35.05
2870-92742,-85.16,35.03
11818-105040,-85.16,35.04
75182-82497,-85.29,35.05
11069-103668,-85.21,35.01
28528-249921,-85.16,35.03
16527-155466,-87.35,36.53
23399-229305,-87.41,36.58
10845-102017,-87.27,36.51
23474-230264,-87.31,36.56
9927-98925,-87.29,36.59
10211-99817,-84.88,35.16
76881-121299,-84.84,35.26
17746-178124,-84.86,35.21
10084-99523,-89.73,35.05
8362-16534,-89.69,35.05
76241-91588,-89.69,35.05
25983-237524,-87.06,35.6
10616-101627,-85.51,36.14
70334-135770,-85.5,36.17
10791-102282,-89.73,35.16
76119-90840,-89.8,35.14
11555-105318,-89.79,35.15
22992-226884,-89.79,35.17
20852-208193,-85.04,35.96
18984-190185,-84.12,35.9
73972-107551,-84.18,35.88
17007-144605,-83.92,36.05
76341-95743,-86.88,35.89
29015-245748,-86.83,35.92
8349-5898,-86.82,35.95
19546-196065,-86.81,35.96
28301-249869,-86.81,35.96
8477-18459,-86.83,35.91
10172-99764,-86.8,35.96
8394-27036,-86.87,35.92
10646-101838,-86.47,36.38
6172-148992,-86.52,36.35
23323-217687,-83.52,35.71
76207-89121,-89.76,35.06
9965-99083,-89.81,35.09
24873-230636,-89.81,35.1
26128-102998,-86.7,36.33
79286-100709,-84.55,35.89
8347-9117,-86.62,36.3
17948-182404,-86.59,36.35
8996-95185,-86.62,36.33
19789-195024,-86.59,36.33
11294-103820,-86.62,36.19
9805-97270,-86.6,36.21
9892-97271,-85.24,35.12
76462-90903,-85.25,35.15
8527-70020,-88.85,35.67
23398-229324,-88.83,35.66
25531-240707,-88.86,35.68
76148-93379,-88.86,35.69
23183-95271,-88.83,35.7
24260-236565,-82.37,36.31
22313-215029,-82.38,36.3
18279-131791,-82.37,36.3
8602-88440,-82.37,36.34
76649-99851,-82.38,36.34
17933-186984,-82.49,36.29
13504-104466,-82.52,36.54
76845-110955,-82.49,36.55
10173-97266,-83.94,35.95
72550-101116,-84.09,35.94
72657-64919,-84.15,35.9
11655-105044,-84.04,35.93
75695-79930,-83.92,35.96
9780-97264,-83.97,36.01
19129-192727,-84.09,35.91
70025-105019,-83.93,35.95
72549-101114,-84.07,35.86
28303-249884,-84.04,35.93
17209-170647,-84.09,35.91
8578-82640,-84.09,35.92
19156-196044,-84.04,35.93
76590-97611,-83.89,36.04
75119-60419,-83.93,35.95
17546-166068,-84.1,35.87
8536-65600,-83.99,35.94
8590-85180,-84.15,35.9
21676-194333,-84.05,35.92
26251-242645,-89.76,35.21
21303-210544,-89.76,35.2
22767-216485,-86.29,36.19
47952-260464,-84.26,35.8
23875-231824,-84.27,35.82
8551-75322,-86.7,36.3
10574-101089,-86.05,35.46
26008-237282,-83.99,35.75
11820-106483,-83.99,35.75
13547-107882,-89.87,35.1
19344-194452,-89.99,35.15
78038-115427,-89.98,35.05
8345-13178,-89.95,35.13
5120-148331,-89.9,35.11
11770-104925,-89.87,35.17
18200-182624,-89.91,35.12
8423-17394,-89.86,35.1
28365-249881,-89.79,35.2
8297-5927,-90,35.14
75252-95273,-89.86,35.13
76352-97101,-89.8,35.2
48904-222786,-90,35.14
8450-14492,-89.8,35.05
75805-96442,-89.98,35.05
70357-138226,-89.86,35.1
10054-69380,-89.84,35.07
75923-96829,-90.05,35.14
75802-97854,-89.98,35.05
25391-230638,-90.04,35.15
8360-10799,-89.89,35.11
8352-5936,-89.79,35.2
13669-108417,-89.79,35.2
7954-95452,-89.89,35.36
19309-200485,-83.35,36.2
76574-100203,-86.51,36.17
24573-237624,-86.52,36.23
21373-211486,-86.51,36.16
22828-224024,-86.39,35.87
11821-105184,-86.42,35.85
20178-188604,-86.44,35.86
13773-108477,-86.35,35.83
3572-86323,-86.36,35.85
10698-102250,-86.4,35.79
48897-135767,-86.44,35.84
72579-101480,-86.35,35.87
47795-240787,-86.49,35.84
23685-232353,-86.42,35.85
75459-105628,-86.8,36.11
76524-97607,-86.85,36.13
8300-5895,-86.8,36.15
28249-249786,-86.82,36.11
8414-18705,-86.78,36.16
75791-95462,-86.78,36.17
17625-183305,-86.69,36.2
27319-247087,-86.83,36.17
8403-23061,-86.85,36.12
78012-107811,-86.78,36.16
70337-125287,-86.67,36.13
8317-5888,-86.81,36.11
5163-145369,-86.67,36.14
29007-105504,-86.79,36.03
8415-100159,-86.82,36.11
8370-13012,-86.75,36.04
78049-125290,-86.67,36.14
8356-5891,-86.81,36.15
8525-66554,-86.92,36.07
9779-95183,-86.65,36.09
79223-94846,-86.82,36.11
9781-97558,-86.81,36.14
76738-106115,-86.89,36.13
11204-103554,-86.8,36.19
8883-93790,-84.26,36.01
21885-212185,-84.26,36.01
73873-102993,-83.58,35.8
13505-106987,-83.58,35.81
17932-186985,-84,36.05
11656-105033,-84,36.05
48896-215025,-84.06,36.05
8555-65602,-83.57,35.83
9926-98924,-83.57,35.88
76875-121296,-86.56,35.98
8929-95186,-86.56,35.98
76876-121297,-86.94,35.74
13987-114864,-86.91,35.78
3055-142044,-86.91,35.78
26805-245287,-99.76,32.4
13699-107990,-99.76,32.43
6637-69140,-99.76,32.4
29138-252016,-99.69,32.48
22171-200104,-99.7,32.39
29465-253488,-99.71,32.46
74629-90307,-96.85,32.94
9443-95236,-96.84,32.95
6230-844,-96.82,32.95
3475-93157,-96.68,33.09
14344-107964,-96.68,33.14
72968-86561,-96.64,33.08
70358-139509,-96.66,33.12
72562-100224,-96.65,33.12
29135-252019,-96.7,33.11
47677-254526,-96.68,33.09
6321-7007,-96.68,33.1
79413-101153,-96.7,33.1
72582-106229,-95.25,29.4
20134-189307,-95.23,29.43
14191-113826,-101.8,35.19
6757-78160,-101.94,35.18
22314-214967,-101.93,35.19
6634-71164,-101.87,35.19
9540-96387,-97.11,32.67
74655-90304,-97.15,32.72
75375-102127,-97.11,32.73
3966-90309,-97.1,32.78
17762-180804,-97.11,32.68
72634-32359,-97.14,32.68
10700-101447,-97.15,32.72
28392-250150,-97.13,32.68
6778-74051,-97.13,32.68
72553-87666,-97.19,32.68
25427-237539,-97.11,32.73
10699-100947,-97.1,32.77
9314-96175,-97.13,32.67
8772-94642,-97.2,32.68
10214-99890,-97.12,32.72
3469-93082,-97.13,32.75
76902-125825,-95.17,30
74650-95639,-97.8,30.28
22017-212727,-97.75,30.26
14500-111585,-97.87,30.23
20458-201066,-97.73,30.24
10618-100981,-97.79,30.17
19336-185010,-97.85,30.18
6256-1209,-97.76,30.35
6330-9133,-97.74,30.36
15747-159125,-97.83,30.45
6268-186534,-97.81,30.48
6470-33199,-97.74,30.27
76987-137286,-97.74,30.39
16052-163286,-97.81,30.26
14663-117645,-97.69,30.22
9612-97255,-97.74,30.3
19801-201067,-97.75,30.27
6203-98957,-97.75,30.39
10757-100449,-97.76,30.22
79731-130864,-97.79,30.23
75881-96280,-97.74,30.27
6328-9152,-97.74,30.31
6374-25491,-97.85,30.41
691-1348,-97.8,30.28
28304-249885,-97.81,30.26
6227-691,-97.76,30.3
6388-25494,-97.79,30.24
6397-20619,-97.93,30.3
74657-102560,-97.75,30.31
24262-224224,-97.74,30.26
9676-97296,-97.74,30.44
75480-107203,-97.74,30.29
6251-1151,-97.75,30.4
14957-151825,-97.74,30.28
74630-90281,-97.76,30.37
76422-91784,-97.85,30.4
8632-93402,-97.74,30.23
6402-33619,-97.69,30.41
79608-103615,-97.85,30.18
22300-219825,-97.7,30.3
20588-203564,-97.76,30.24
9617-97359,-97.88,30.2
6368-20601,-97.74,30.28
75429-104080,-97.73,30.28
13331-104028,-97.73,30.4
6319-1150,-97.75,30.27
6238-185604,-97.83,30.29
13418-103678,-97.71,30.31
6284-1715,-97.74,30.29
76816-110959,-97.79,30.16
16927-160104,-97.88,30.39
76109-79322,-97.8,30.48
689-2056,-97.74,30.27
6380-27307,-97.84,30.22
11556-103677,-97.7,30.42
6373-25490,-97.79,30.45
6356-20640,-97.76,30.25
6386-13970,-97.82,30.21
76383-96938,-97.83,30.23
79603-102559,-97.78,30.28
6341-13118,-97.76,30.34
76104-78194,-98.55,29.49
29132-252020,-97.13,33.08
25202-201748,-97.13,33.08
11698-103876,-97.33,30.11
29831-247784,-94.98,29.79
76418-96282,-94.98,29.77
7943-95796,-94.98,29.77
10619-101322,-94.98,29.81
76141-90368,-94.15,30.13
6735-74680,-94.17,30.12
26035-228124,-94.13,30.07
79417-104082,-94.17,30.12
9670-96385,-97.13,32.84
6292-1804,-95.47,29.71
18710-186533,-97.45,31.05
9406-96384,-97.46,32.68
10647-101185,-98.74,29.78
9673-96586,-96.39,30.14
19112-177185,-97.51,25.97
76581-101598,-97.51,25.97
10410-99557,-97.5,25.95
29659-253166,-98.98,31.73
76921-131710,-96.33,30.66
79319-100223,-96.34,30.67
10296-101022,-96.35,30.64
13419-106957,-97.82,30.09
9933-98201,-98.42,29.8
26225-237589,-97.31,32.54
10055-96383,-97.35,32.52
73183-21824,-97.32,32.56
76294-93273,-97.35,32.52
23199-224626,-101.92,34.98
74919-102024,-96.88,33.02
6485-57079,-96.84,33.03
10919-101446,-96.92,32.97
79310-102567,-96.91,33.02
15699-153753,-96.89,33.03
6252-1156,-96.91,33
6375-14891,-96.94,32.59
76122-88862,-96.94,32.6
76811-110962,-97.81,30.53
79565-103281,-97.83,30.48
6441-51299,-97.83,30.48
13816-111584,-97.81,30.53
8884-94759,-97.78,30.53
27543-246893,-97.8,30.47
11699-104707,-97.41,32.34
29543-244524,-95.42,29.04
76145-94075,-96.31,30.61
10701-100897,-96.35,30.62
9931-84282,-96.32,30.64
21474-209104,-96.35,30.62
19688-189290,-96.28,30.59
48500-245267,-96.34,30.61
23417-229008,-96.34,30.62
6668-73301,-96.32,30.61
79345-99903,-96.29,30.58
27126-244047,-97.1,32.88
11070-102865,-97.15,32.89
6420-33679,-95.46,30.21
6421-40779,-95.48,30.32
72762-78307,-95.5,30.33
20225-201087,-95.48,30.33
17690-175744,-98.32,29.5
6336-10667,-96.99,32.97
74644-102987,-96.99,32.97
16208-153668,-97.88,31.12
50474-269987,-97.04,33.13
24577-235306,-97.37,27.71
13907-110297,-97.38,27.69
6720-75542,-97.37,27.71
16661-110945,-97.33,27.72
11943-105899,-97.39,27.74
10411-100318,-95.06,29.89
22063-204625,-96.99,33.23
21588-201068,-97.35,32.57
10297-96582,-95.69,29.97
14651-118844,-95.76,30
29006-236927,-95.69,29.92
22594-201735,-95.71,29.95
76293-90360,-95.69,29.97
79372-101496,-95.62,29.99
74529-48919,-95.67,29.96
79460-98027,-95.69,29.97
6367-27349,-96.78,32.84
6253-1018,-96.79,32.96
6277-1332,-96.78,32.84
6302-1882,-96.82,32.93
6248-1038,-96.8,32.91
23731-222608,-96.86,32.86
75531-87667,-96.8,32.79
48691-243986,-96.78,32.84
74612-90301,-96.77,32.86
75747-96377,-97.04,32.9
6264-1196,-96.75,32.81
79451-101610,-96.77,32.84
74637-90311,-96.77,32.98
28435-249745,-96.82,32.93
23758-216804,-96.85,32.84
23558-230688,-96.77,32.87
76611-100216,-96.85,32.86
6291-1072,-96.77,32.86
9850-98196,-96.9,32.76
70003-103666,-96.8,32.79
6215-538,-96.8,32.8
10575-101278,-96.78,32.79
22121-185008,-96.73,32.81
690-1366,-96.79,32.85
47679-258845,-96.79,32.8
23318-222609,-96.77,32.85
6272-238047,-96.8,32.78
76572-101597,-96.75,32.86
10648-101241,-96.87,32.82
3465-93156,-96.76,32.87
6235-678,-96.75,32.84
50217-272131,-96.8,32.82
72486-20060,-97.04,32.89
75736-96376,-97.04,32.9
78062-115644,-96.8,32.78
72626-32319,-96.75,32.87
17699-183444,-97.02,32.88
6239-893,-96.83,33
28351-249759,-96.77,32.87
15948-156824,-96.79,32.81
6228-675,-96.7,32.83
6329-11981,-96.8,32.81
13723-108403,-96.83,32.83
76883-121248,-96.86,32.65
22384-213344,-96.8,32.78
20138-185004,-96.83,32.81
72966-95132,-96.75,32.91
677-1351,-96.81,32.87
6361-227965,-96.86,33
9539-96851,-96.89,32.86
6316-4938,-96.79,33
75325-99901,-96.8,32.79
79656-113252,-96.81,32.95
6222-656,-96.84,32.86
14144-111906,-96.77,32.93
6721-75402,-96.77,32.91
6390-29235,-96.74,32.9
